"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-17",,,"8.5","10.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-18",,,"4.1","7.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-19","1.0",,"3.3","7.1","-0.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-20",,,"3.2","4.9","0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-21",,,"0.4","4.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-22",,,"1.3","4.1","-2.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-23",,,"2.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-24",,,"0.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-25",,,"1.4","3.1","-0.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-26",,,"6.4","10.9","0.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-27","6.1",,"8.1","9.0","7.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-28","8.1",,"4.9","6.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-29",,,"4.8","7.7","2.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-30",,,"7.9",,"4.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-01-31",,,"11.1",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-01","13.0",,"10.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-02","5.1",,"9.7","12.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-03","3.3",,"9.4","10.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-04","10.9",,"5.3",,"4.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-05",,,"4.8","8.2","1.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-06",,,"3.7","8.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-07",,,"4.7","10.5","-0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-08",,,"8.2","10.8","5.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-09",,,"9.7","12.1","6.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-10","5.1",,"7.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-11","2.0",,"5.6","7.8","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-12",,,"4.8","8.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-13","6.1",,"6.3","9.4","4.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-14",,,"7.6","9.7","5.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-15",,,"10.1","12.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-16","4.1",,"12.3","16.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-17","7.1",,"8.1","10.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-18",,,"6.7","8.7","4.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-19",,,"5.8","7.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-20","1.3",,"7.7","10.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-21",,,"5.9","9.0","2.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-22",,,"7.7",,"5.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-23","7.1",,"10.0","12.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-24",,,"8.1","11.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-25","2.3",,"6.9",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-26","8.9",,"3.0","5.2","0.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-27","9.1",,"1.9",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-28","3.3",,"3.8",,"-0.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-02-29","2.8",,"8.3","12.4","4.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-01",,,"6.7","9.0","4.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-02","5.3",,"5.7","7.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-03",,,"4.0","7.3","1.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-04","4.1",,"5.6","8.2","2.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-05","10.9",,"6.3","7.7","4.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-06","11.9",,"5.2","7.2","3.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-07",,,"6.3","10.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-08",,,"7.9","9.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-09",,,"7.5","10.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-10","17.0",,"10.1","12.6","6.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-11","19.1",,"12.2","14.6","11.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-12","2.5",,"9.1",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-13",,,"6.8","10.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-14",,,"7.0","10.3","3.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-15",,,"10.1","13.8","7.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-16",,,"8.9","12.0","4.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-17",,,"8.3","14.0","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-18",,,"10.7","16.7","5.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-19",,,"9.1","13.2","4.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-20",,,"7.1","9.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-21",,,"5.9","9.4","3.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-22",,,"5.4","11.1","0.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-23","0.0",,"5.6","12.5","-0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-24","0.0",,"5.4","12.7","-1.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-25","0.0",,"5.8","11.9","-1.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-26","0.0",,"6.5","11.2","1.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-27","0.0",,"8.3","14.5","2.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-28","0.0",,"8.8","14.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-29","0.0",,"4.7","6.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-30","0.0",,"4.0","8.5","-0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-03-31","0.0",,"5.3","9.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-01","0.0",,"5.3","10.7","-1.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-02","0.0",,"5.4","9.5","-1.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-03","0.0",,"7.8","10.9","4.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-04","0.0",,"10.4","15.9","6.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-05","0.0",,"14.8","22.4","6.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-06","0.0",,"15.4","21.1","11.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-07","0.0",,"14.2","20.8","6.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-08","0.0",,"17.5","24.1","11.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-09","0.0",,"16.3","22.2","10.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-10","0.0",,"15.3","21.1","9.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-11","0.0",,"15.6","22.7","9.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-12","0.0",,"16.1","23.4","8.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-13","0.0",,"9.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-14","0.0",,"6.9","10.6","3.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-15","0.0",,"10.1","17.5","2.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-16","0.0",,"15.0","23.3","6.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-17","0.0",,"15.3","21.9","9.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-18","4.8",,"11.7","15.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-19","0.0",,"11.1","15.0","6.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-20","0.0",,"13.6","19.4","7.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-21","0.0",,"14.7","21.2","8.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-22","0.0",,"15.8","22.4","8.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-23","0.0",,"16.4","23.2","7.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-24","0.0",,"12.8","19.3","7.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-25","0.0",,"10.6","15.4","6.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-26","0.0",,"11.5","17.9","4.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-27","0.0",,"15.1","22.0","6.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-28","5.6",,"12.2","15.7","10.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-29","3.8",,"12.0","16.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-04-30","4.8",,"10.7","14.9","7.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-01","0.3",,"10.9","14.7","8.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-02","1.5",,"9.9","14.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-03","0.0",,"11.3","16.7","4.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-04","1.0",,"12.4","15.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-05","0.0",,"10.6","15.7","5.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-06","0.0",,"12.1","18.1","4.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-07","0.0",,"14.4","20.8","5.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-08","0.0",,"16.4","22.0","8.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-09","0.0",,"18.1","24.7","11.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-10","2.0",,"15.1","20.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-11","0.3",,"8.6","12.4","5.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-12","0.0",,"7.9","11.9","3.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-13","0.0",,"8.8","13.4","3.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-14","0.0",,"9.1","14.2","3.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-15","0.0",,"10.1","15.8","4.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-16","0.0",,"11.2","16.8","4.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-17","0.0",,"13.1","19.4","4.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-18","0.0",,"15.8","22.9","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-19","0.0",,"16.5","23.5","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-20","0.0",,"18.3","24.1","11.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-21","0.0",,"20.4","27.2","12.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-22","0.3",,"19.2","24.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-23","0.0",,"14.8","18.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-24","0.0",,"13.8","18.1","9.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-25","0.0",,"16.8","21.8","11.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-26","0.0",,"18.0","24.0","9.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-27","0.0",,"17.5","22.9","12.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-28","0.0",,"16.1","21.2","9.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-29","0.0",,"16.9","22.9","9.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-30","0.0",,"18.4","23.7","10.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-05-31","0.0",,"17.6","22.2","11.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-01","0.0",,"19.9","25.9","11.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-02","0.0",,"20.8",,"12.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-03","0.0",,"17.5","23.0","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-04","1.0",,"13.0","14.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-05","10.4",,"10.4","14.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-06","1.5",,"11.9","16.0","7.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-07","0.8",,"13.9","19.1","9.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-08","4.6",,"12.9","15.8","11.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-09","0.0",,"13.1","15.5","11.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-10","0.5",,"14.0","16.9","9.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-11","0.3",,"16.3","20.0","13.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-12","4.6",,"17.3","22.6","12.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-13","0.3",,"19.3","25.5","13.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-14","0.0",,"19.1","23.1","15.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-15","0.0",,"19.7","24.5","14.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-16","0.0",,"19.1","23.4","14.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-17","21.6",,"17.3","23.2","14.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-18","4.3",,"17.2","22.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-19","0.0",,"17.2","21.1","12.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-20","0.0",,"16.8","22.0","10.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-21","9.4",,"18.0","23.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-22","0.0",,"17.1","22.5","11.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-23","0.0",,"20.7","26.9","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-24","0.0",,"24.0","29.7","16.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-25","0.0",,"23.9","29.9","16.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-26","0.0",,"23.9","28.6","18.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-27","0.5",,"20.7","23.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-28","0.0",,"17.8","21.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-29","0.0",,"16.1","20.1","13.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-06-30","5.3",,"16.3","19.5","12.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-01","28.7",,"17.6","20.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-02","0.0",,"17.2","21.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-03","0.0",,"16.8","21.6","13.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-04","0.0",,"17.7","20.0","14.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-05","1.3",,"18.2","22.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-06","0.0",,"15.5","19.4","11.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-07","0.0",,"16.8","21.1","12.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-08","9.4",,"14.9","17.1","12.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-09","0.3",,"19.0","23.9","15.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-10","0.5",,"16.5","18.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-11","0.0",,"15.3","20.7","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-12","0.0",,"16.7","21.2","11.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-13","0.0",,"18.9","24.6","12.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-14","1.8",,"15.9","18.4","14.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-15","0.0",,"16.1","20.5","13.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-16","2.3",,"15.6","17.6","14.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-17","0.5",,"17.4","21.5","14.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-18","0.0",,"19.7","24.3","14.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-19","0.0",,"18.4","24.2","12.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-20","1.0",,"17.1","20.7","14.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-21","0.0",,"16.2","21.5","9.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-22","0.0",,"16.2","20.7","9.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-23","0.0",,"19.2","25.5","10.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-24","1.5",,"18.1","22.7","14.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-25","1.0",,"19.4","24.0","15.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-26","3.8",,"18.3","22.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-27","0.5",,"20.9","28.3","14.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-28","0.0",,"18.8","22.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-29","0.0",,"17.4","22.6","11.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-30","0.0",,"21.3","28.5","13.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-07-31","0.0",,"27.1","36.5","17.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-01","0.0",,"22.7","27.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-02","0.0",,"18.3","22.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-03","0.0",,"16.4","22.4","11.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-04","0.0",,"17.3","23.1","10.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-05","0.0",,"21.4","28.8","12.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-06","0.0",,"24.3","32.0","15.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-07","0.0",,"27.0","33.9","19.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-08","0.0",,"28.6","35.9","19.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-09","11.7",,"26.4","32.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-10","0.0",,"27.2","34.0","20.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-11","0.3",,"26.9","32.6","21.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-12","0.0",,"26.6","33.1","19.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-13","4.1",,"24.5","30.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-14","10.4",,"21.2","25.6","18.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-15","0.0",,"21.5","27.2","17.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-16","2.0",,"21.7","29.5","18.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-17","0.0",,"20.1","24.4","16.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-18","1.3",,"19.2","24.1","14.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-19","2.5",,"20.3","26.9","15.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-20","0.3",,"24.2","31.1","18.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-21","2.3",,"24.0","28.3","19.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-22","0.5",,"19.1","23.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-23","3.8",,"17.2","19.8","15.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-24","0.0",,"16.7","19.8","14.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-25","0.5",,"17.8","23.7","13.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-26","0.3",,"17.6","19.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-27","1.5",,"16.8","21.6","12.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-28","0.0",,"16.8","20.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-29","0.3",,"13.9","17.5","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-30","9.1",,"15.1","19.0","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-08-31","0.0",,"15.7","19.0","13.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-01","0.0",,"14.9","19.1","11.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-02","0.0",,"15.6","19.9","10.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-03","0.0",,"17.7","21.6","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-04","2.3",,"18.1","20.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-05","1.5",,"15.6","18.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-06","0.0",,"13.8","19.7","8.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-07","0.0",,"15.4","21.5","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-08","0.0",,"16.8","18.9","14.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-09","0.0",,"19.3","24.1","16.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-10","0.0",,"16.9","21.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-11","0.0",,"15.8","22.7","9.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-12","0.0",,"15.5","21.3","10.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-13","0.0",,"17.3","24.2","11.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-14","0.0",,"21.7","31.3","14.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-15","0.0",,"25.1","34.3","18.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-16","0.0",,"20.7","27.4","16.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-17","0.0",,"15.7","20.3","11.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-18","0.0",,"16.0","24.0","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-19","0.0",,"20.3","28.0","12.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-20","0.0",,"18.6","24.6","14.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-21","0.0",,"15.5","24.3","8.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-22","0.0",,"15.5","23.4","9.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-23","2.3",,"17.0","21.8","12.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-24","3.3",,"13.3","17.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-25","15.7",,"9.9","12.9","8.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-26","35.1",,"10.4","12.6","9.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-27","18.3",,"13.6","15.8","11.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-28","20.6",,"12.6","15.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-29","2.5",,"14.2","17.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-09-30","0.0",,"15.9","19.4","12.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-01","5.8",,"13.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-02","5.1",,"11.7","14.8","8.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-03","4.1",,"11.9","14.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-04","1.0",,"11.6","14.2","9.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-05","5.1",,"11.9","14.5","9.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-06","4.8",,"12.6","15.5","10.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-07","0.0",,"12.3","15.1","10.5"
