"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-08","5.3",,"13.8","16.7","10.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-09","1.8",,"12.3","16.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-10","6.9",,"9.6","13.0","6.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-11","2.3",,"9.1","12.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-12","0.3",,"10.2","14.2","7.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-13","1.0",,"9.4","11.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-14","0.0",,"8.4","11.7","5.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-15","0.0",,"9.3","11.5","8.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-16","0.0",,"9.1","10.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-17","0.0",,"7.9","11.5","4.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-18","0.0",,"9.4","12.1","7.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-19","0.0",,"10.1","14.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-20","0.5",,"12.7","15.8","6.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-21","6.1",,"15.9","20.8","12.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-22","0.8",,"14.3","17.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-23","0.0",,"14.1","17.5","11.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-24","0.5",,"13.7","15.3","11.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-25","11.2",,"11.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-26","0.0",,"10.2","13.3","8.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-27","2.5",,"9.8",,"7.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-28","4.6",,"11.1","13.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-29","2.8",,"11.0",,"7.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-30","0.3",,"14.1","15.3","11.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-10-31","2.8",,"13.7","16.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-01","3.3",,"14.5","17.8","10.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-02","7.4",,"15.6","19.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-03","0.3",,"8.9","12.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-04","0.0",,"6.3","11.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-05","0.0",,"5.7","11.9","1.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-06","0.0",,"6.2","12.5","2.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-07","0.0",,"9.9","17.1","3.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-08","0.0",,"12.9","18.5","8.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-09","0.0",,"12.4","15.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-10","7.1",,"11.4","13.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-11","0.0",,"11.1","13.5","9.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-12","3.6",,"10.6","12.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-13","0.0",,"10.8","14.0","6.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-14","0.0",,"13.2","15.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-15","7.4",,"12.8","15.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-16","1.5",,"10.1",,"7.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-17","0.0",,"11.4","12.8","9.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-18","0.0",,"12.6","16.3","8.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-19","2.0",,"8.7",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-20","0.0",,"4.3","8.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-21","0.0",,"7.9","10.1","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-22","2.0",,"8.8","9.1","8.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-23","0.0",,"8.4","10.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-24","0.0",,"8.3","11.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-25","0.0",,"7.2","10.1","4.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-26","0.0",,"8.5","12.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-27","0.0",,"7.1","8.8","5.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-28","0.0",,"6.8","12.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-29","0.0",,"2.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-11-30","5.6",,"1.7",,"-1.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-01","6.9",,"7.3","9.0","3.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-02","0.0",,"6.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-03","3.8",,"5.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-04","1.5",,"5.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-05","0.0",,"2.6","4.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-06","0.0",,"1.1","3.7","-0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-07","0.0",,"1.1",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-08","0.0",,"2.1","5.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-09","0.0",,"1.6","3.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-10","0.0",,"2.7","5.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-11","5.1",,"4.3",,"0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-12","2.3",,"7.7","8.5","6.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-13","1.0",,"6.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-14","4.8",,"9.3","11.1","6.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-15","4.3",,"8.7","10.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-16","0.0",,"8.3","10.8","5.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-17","3.0",,"9.1","10.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-18","0.0",,"8.7","11.6","6.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-19","0.3",,"9.1","11.4","7.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-20","0.0",,"8.8","10.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-21","3.8",,"8.6",,"6.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-22","4.8",,"12.6",,"9.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-23","9.9",,"11.6","12.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-24","4.3",,"5.6",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-25","0.0",,"3.2","5.6","1.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-26","0.8",,"3.3","5.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-27","16.0",,"4.8","5.6","3.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-28","0.3",,"2.9","5.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-29","0.3",,"2.7","4.5","0.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-30","6.1",,"2.9","5.0","0.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2020-12-31","2.5",,"2.6","3.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-01","0.0",,"1.6","4.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-02","0.0",,"2.1","3.4","-0.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-03","0.0",,"2.7","3.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-04","1.8",,"1.9",,"1.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-05","0.0",,"2.0","2.5","1.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-06","0.3",,"2.3","2.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-07","2.8",,"1.6","3.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-08","0.3",,"1.5","3.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-09","0.0",,"-1.4","-0.1","-3.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-10","0.0",,"-0.3","2.9","-1.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-11","0.8",,"3.2",,"-1.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-12","26.2",,"5.3","8.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-13","1.0",,"2.3","4.3","-0.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-14","9.9",,"1.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-15","0.0",,"0.6","1.9","-0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-16","3.0",,"-0.1","0.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-17","2.8",,"3.6","6.1","-0.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-18","1.0",,"3.9","5.6","1.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-19","8.1",,"5.9","7.7","3.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-20","1.3",,"8.5",,"5.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-21","12.4",,"7.6",,"5.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-22","3.0",,"4.1","7.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-23","2.8",,"3.3","5.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-24","1.8",,"1.1","2.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-25","1.0",,"2.2","4.8","0.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-26","0.0",,"2.7","5.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-27","2.8",,"3.3",,"0.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-28","17.0",,"8.7","10.8","5.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-29","14.5",,"8.9",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-30","11.9",,"2.9",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-01-31","4.6",,"0.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-01","2.3",,"3.7","4.6","2.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-02","6.1",,"8.0","11.0","3.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-03","14.5",,"9.4","12.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-04","0.0",,"7.6","9.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-05","0.0",,"8.0","10.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-06","9.7",,"5.4","8.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-07","4.3",,"-1.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-08","2.3",,"-5.3",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-09","0.0",,"-5.9","-2.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-10","0.0",,"-7.3",,"-8.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-13","0.0",,"-1.2","1.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-14","0.0",,"0.2","5.5","-6.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-15","2.8",,"4.3",,"2.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-16","2.8",,"9.1","13.9","5.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-17","0.0",,"9.4","12.2","7.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-18","4.3",,"8.0","11.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-19",,,"5.0",,"3.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-20",,,"14.8",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-21","0.0",,"12.8","17.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-22","0.0",,"13.5","16.7","9.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-23","0.0",,"14.7","17.9","12.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-24","0.0",,"14.7","18.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-25","2.5",,"12.6","18.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-26","1.3",,"7.7","10.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-27","0.0",,"3.7","6.2","1.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-02-28","0.0",,"6.2","11.9","1.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-01","0.0",,"5.9","11.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-02","0.0",,"9.1","17.2","2.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-03","0.0",,"11.0","16.3","6.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-04","12.7",,"5.7",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-05","0.0",,"3.1","6.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-06","0.0",,"2.4","7.3","-2.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-07","0.0",,"2.4","6.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-08","0.0",,"4.7","8.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-09","2.0",,"5.4","7.3","3.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-10","1.3",,"6.4","10.1","3.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-11","1.0",,"9.6","13.0","5.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-12","0.0",,"6.9","8.6","5.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-13","6.6",,"7.2","9.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-14","3.8",,"5.8","9.2","2.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-15","3.0",,"6.3","8.5","5.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-16","7.6",,"5.3",,"4.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-17","1.0",,"5.6","7.9","4.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-18","0.3",,"4.9","6.7","3.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-19","0.0",,"5.1","8.7",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-20","0.0","10.0","4.9","9.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-21","0.0",,"6.2","7.7","4.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-22","0.0",,"6.0","7.7","4.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-23","0.0",,"8.0","12.5","4.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-24","0.0",,"9.7","15.5","3.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-25","0.0",,"8.7","11.9","6.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-26","2.8",,"8.9","12.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-27","1.5",,"6.8","10.2","3.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-28","0.0",,"10.3","13.8","6.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-29","0.0",,"13.8","19.6","9.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-30","0.0",,"15.6","23.9","7.6"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-03-31","0.0",,"16.8","23.9","10.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-01","0.0",,"14.3","21.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-02","0.0",,"6.4","9.9","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-03","0.0",,"7.1","10.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-04","0.0",,"5.9",,"4.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-05","4.8",,"3.3","6.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-06","8.9","10.0","0.8","5.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-07","1.0","41.0","2.1","5.8","-0.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-08","0.0","10.0","4.9","8.9","-0.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-09","0.0",,"8.8","13.7","2.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-10","18.3",,"7.1","8.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-11","0.8",,"4.3","8.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-12","1.3","10.0","2.9","7.0","-0.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-13","0.0",,"4.3","10.3","-2.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-14","0.0",,"5.4","9.0","1.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-15","0.0","10.0","5.2","9.2","0.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-16","0.0","10.0","6.7","10.6","1.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-17","0.0",,"7.8","12.4","3.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-18","0.0",,"8.8","14.0","2.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-19","0.0",,"8.4","13.8","3.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-20","0.0",,"11.2","16.5","4.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-21","0.0",,"11.3","16.4",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-22","0.0",,"8.1","13.1","2.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-23","0.0",,"9.1","15.2","2.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-24","0.0",,"9.7","14.5","4.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-25","0.0",,"7.8","12.5","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-26","0.0",,"8.9","14.7","2.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-27","0.0",,"11.1","17.3","4.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-28","0.0",,"13.1","19.1","6.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-29","0.5",,"7.4",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-04-30","0.0","10.0","6.6","10.7","1.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-01","0.0","10.0","7.1","12.7","1.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-02","1.5",,"7.0","11.1","2.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-03","0.0",,"9.4","14.4","1.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-04","3.3",,"10.0","13.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-05","1.5",,"7.5","11.7","4.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-06","1.5",,"7.2","11.0","4.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-07","0.3",,"8.0","13.2","3.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-08","0.5",,"12.3","18.1","5.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-09","1.3",,"18.9","25.6","12.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-10","0.8",,"16.3","19.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-11","3.6",,"13.2","18.5","8.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-12","0.5",,"12.2","16.9","7.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-13","3.0",,"11.5","15.8","7.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-14","4.3",,"11.6","16.9","6.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-15","5.6",,"10.7","13.5","8.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-16","3.3",,"11.4","15.4","8.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-17","15.2",,"11.1","15.1",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-18","5.6",,"11.8","16.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-19","0.0",,"10.4","14.3","7.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-20","0.0",,"11.6","14.7","5.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-21","0.8",,"13.1","16.8",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-22","13.0",,"10.3","11.6",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-23","1.0",,"11.9","15.4","7.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-24","9.9",,"10.7","15.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-25","9.4",,"10.0","13.1","6.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-26","0.5",,"11.1","14.5","7.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-27","0.0",,"11.8","15.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-28","0.0",,"12.8","18.6","6.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-29","0.0",,"15.8","20.7","10.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-30","0.0",,"16.2","21.7","9.8"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-05-31","0.0",,"18.0","23.1","11.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-01","0.0",,"19.0","25.2","11.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-02","0.0",,"20.8","28.2","11.7"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-03","0.0",,"20.6","25.2","16.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-04","34.0",,"19.1","25.1","15.4"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-05","1.5",,"14.2",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-06","0.0",,"16.3","21.5","9.3"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-07","0.0",,"17.7","22.7","12.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-08","0.0",,"19.4","24.5","12.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-09","0.0",,"20.5","24.7","12.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-10","0.0",,"20.1","25.0","13.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-11","0.0",,"19.9","24.7","14.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-12","0.0",,"17.4","21.8","14.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-13","0.0",,"17.4","23.4","10.2"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-14","0.0",,"21.3","27.5","12.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-15","0.0",,"21.0","25.0","16.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-16","0.0",,"23.4","29.2","17.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-17","0.0",,"24.8","27.9","21.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-18","7.4",,"23.9","29.6","19.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-19","4.1",,"19.1","21.3","17.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-20","1.8",,"19.9","23.8","16.5"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-21","22.9",,"16.2",,
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-22","3.6",,"13.5","15.0",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-23","0.5",,"13.9","16.6","11.1"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-24","0.0",,"16.0","18.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-25","1.5",,"15.1","19.2","10.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-26","0.0",,"18.7","22.3",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-27","5.8",,"19.8","24.6","16.0"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-28","0.0",,"19.3","22.7","15.9"
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-29","7.6",,"17.9","22.5",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-06-30","30.5",,"13.5","14.9",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-07-01","0.0",,"14.2","18.2",
"BE000006447","UCCLE, BE","50.8","4.35","104.0","2021-07-02","0.0",,"17.9","22.8","11.4"
